policy_id,customer_id,policy_type,policy_start_date,policy_end_date,annual_premium,agent_id,region,renewed_flag
3908,290,Home,2022-12-22,2022-06-04,1890.0,14,South,Yes
3909,3142,Home,2021-07-03,2023-04-24,2226.0,119,South,Yes
3910,3537,Life,2023-02-12,2025-01-28,2180.0,21,South,Yes
3911,3730,Life,2021-05-08,2024-06-02,998.0,9,South,Yes
3912,764,Home,2023-04-12,2024-12-02,2801.0,9,South,Yes
3913,3494,Life,2024-02-25,2025-01-26,1020.0,112,South,No
3914,1586,Home,2024-04-12,2025-08-18,2214.0,68,South,Yes
3915,252,Auto,2021-05-27,2025-02-27,2242.0,88,South,Yes
3916,1862,Auto,2023-04-19,2023-11-04,770.0,65,South,Yes
3917,2537,Home,2021-03-30,2024-08-12,2347.0,105,South,No
3918,1437,Auto,2021-12-11,2025-07-04,1230.0,34,South,Yes
3919,71,Auto,2024-04-29,2024-11-29,1521.0,12,South,No
3920,805,Life,2022-02-02,2023-09-13,1597.0,13,South,Yes
3921,3544,Life,2021-07-04,2022-06-25,1878.0,64,South,Yes
3922,906,Life,2022-08-10,2025-03-03,2868.0,85,South,No
3923,417,Home,2024-04-05,2022-03-26,2464.0,5,South,Yes
3924,4097,Auto,2024-12-29,2022-01-24,2024.0,17,South,Yes
3925,421,Home,2022-06-21,2024-03-10,1306.0,86,South,Yes
3926,2963,Home,2021-01-31,2025-12-17,1997.0,100,South,Yes
3927,2040,Auto,2024-05-01,2023-11-18,1401.0,112,South,Yes
3928,1093,Auto,2021-10-27,2022-08-03,2744.0,1,South,No
3929,1385,Home,2023-09-24,2025-04-22,2845.0,109,South,Yes
3930,517,Auto,2024-05-12,2023-06-21,1092.0,80,South,Yes
3931,1292,Life,2023-02-25,2025-05-26,2454.0,111,South,Yes
3932,448,Home,2023-09-23,2022-12-23,1426.0,36,South,Yes
3933,1699,Auto,2021-04-22,2025-11-11,1296.0,114,South,No
3934,897,Auto,2022-08-02,2024-07-05,1512.0,77,South,Yes
3935,1703,Auto,2021-12-26,2022-11-18,1073.0,113,South,No
3936,3329,Home,2023-10-24,2025-08-27,3284.0,38,South,Yes
3937,4969,Home,2021-07-28,2023-02-16,1444.0,36,South,No
3938,2425,Auto,2024-04-24,2025-05-20,1432.0,45,South,Yes
3939,2662,Home,2023-09-03,2022-07-08,2310.0,15,South,No
3940,2238,Home,2022-01-24,2025-08-14,1860.0,115,South,Yes
3941,2722,Home,2021-02-14,2025-09-18,2349.0,73,South,Yes
3942,2448,Life,2022-06-04,2023-08-04,1999.0,92,South,Yes
3943,881,Auto,2021-12-08,2023-04-04,2203.0,63,South,No
3944,1700,Home,2022-06-19,2024-10-23,3330.0,59,South,Yes
3945,3803,Auto,2023-11-10,2022-06-20,1929.0,109,South,Yes
3946,73,Auto,2021-09-09,2025-04-23,1315.0,87,South,Yes
3947,2879,Auto,2022-11-28,2023-04-01,1900.0,92,South,Yes
3948,112,Auto,2022-02-17,2024-01-17,1365.0,14,South,Yes
3949,561,Home,2023-01-03,2024-01-23,1056.0,93,South,Yes
3950,1854,Auto,2023-10-03,2024-05-26,1869.0,57,South,Yes
3951,2115,Auto,2022-06-05,2023-12-26,2172.0,26,South,Yes
3952,4485,Life,2023-11-12,2025-11-26,1789.0,95,South,Yes
3953,3689,Auto,2024-04-10,2024-02-14,3586.0,42,South,Yes
3954,4595,Auto,2021-04-16,2024-09-30,3088.0,119,South,Yes
3955,1982,Home,2021-04-01,2024-12-13,2307.0,77,South,Yes
3956,4511,Auto,2024-07-04,2024-01-10,3051.0,105,South,Yes
3957,1210,Auto,2024-03-27,2023-10-13,2083.0,3,South,No
3958,3435,Life,2021-01-29,2025-08-14,1522.0,66,South,Yes
3959,3508,Auto,2024-07-03,2022-06-24,1123.0,100,South,Yes
3960,2208,Home,2022-03-25,2025-03-20,3444.0,20,South,No
3961,732,Auto,2022-04-23,2023-05-14,1882.0,68,South,Yes
3962,1551,Auto,2022-04-23,2022-06-10,978.0,105,South,Yes
3963,3685,Auto,2022-06-17,2025-02-03,1803.0,57,South,No
3964,2648,Auto,2022-02-04,2023-03-11,1803.0,88,South,Yes
3965,2940,Home,2022-05-09,2025-12-10,1195.0,18,South,No
3966,3327,Home,2023-10-12,2023-03-23,1808.0,92,South,Yes
3967,918,Life,2022-10-06,2024-06-24,1282.0,93,South,Yes
3968,4534,Life,2021-03-08,2025-11-25,1328.0,3,South,Yes
3969,223,Auto,2024-12-31,2022-04-05,3429.0,81,South,Yes
3970,505,Home,2021-05-29,2023-08-26,1251.0,41,South,No
3971,2052,Auto,2022-03-02,2023-03-03,1589.0,93,South,No
3972,722,Home,2021-04-27,2025-06-23,2204.0,67,South,Yes
3973,200,Home,2024-12-31,2024-10-25,964.0,103,South,Yes
3974,4911,Home,2022-04-28,2025-10-05,1579.0,84,South,Yes
3975,1845,Auto,2021-09-28,2025-08-19,1851.0,98,South,Yes
3976,573,Auto,2023-09-20,2025-09-26,2181.0,29,South,Yes
3977,3929,Auto,2023-10-19,2023-04-20,2797.0,45,South,Yes
3978,4026,Auto,2022-02-12,2025-12-15,1755.0,65,South,Yes
3979,2999,Life,2024-11-25,2025-08-22,3088.0,112,South,Yes
3980,2780,Home,2024-11-01,2023-10-29,2509.0,69,South,Yes
3981,719,Auto,2023-05-17,2023-09-03,1232.0,8,South,Yes
3982,4465,Home,2021-01-21,2024-08-27,3286.0,104,South,Yes
3983,4906,Home,2021-05-31,2025-07-08,2342.0,31,South,Yes
3984,1023,Home,2022-03-30,2024-10-24,1339.0,55,South,Yes
3985,2241,Home,2021-04-09,2022-01-04,1877.0,81,South,Yes
3986,4439,Home,2021-02-22,2023-09-24,1940.0,9,South,Yes
3987,1130,Auto,2021-11-22,2022-02-06,1815.0,91,South,Yes
3988,876,Home,2022-10-26,2022-06-26,2159.0,53,South,Yes
3989,3763,Auto,2024-02-11,2025-08-09,2842.0,101,South,Yes
3990,1751,Home,2023-10-02,2022-03-01,1933.0,17,South,Yes
3991,4972,Home,2022-04-05,2024-12-08,2802.0,87,South,Yes
3992,3314,Home,2021-12-09,2022-01-13,1741.0,58,South,Yes
3993,4188,Auto,2024-09-29,2023-09-24,1933.0,58,South,No
3994,475,Home,2024-01-21,2024-10-29,2103.0,96,South,Yes
3995,1918,Health,2021-11-15,2022-02-25,2868.0,4,South,No
3996,4054,Auto,2021-01-21,2022-05-03,1252.0,90,South,Yes
3997,4742,Home,2024-02-02,2022-05-04,961.0,108,South,Yes
3998,3322,Home,2023-08-27,2023-06-08,1745.0,50,South,No
3999,3457,Home,2021-03-27,2024-03-06,1519.0,35,South,No
4000,2684,Life,2024-11-03,2023-09-11,2493.0,33,South,Yes
4001,3724,Home,2021-06-08,2023-04-25,3313.0,83,South,Yes
4002,3746,Home,2021-09-01,2025-05-26,965.0,53,South,Yes
4003,2079,Home,2023-12-20,2024-03-10,1551.0,66,South,No
4004,692,Home,2024-04-11,2023-08-26,2078.0,90,South,Yes
4005,1684,Auto,2023-11-23,2025-01-23,2867.0,65,South,Yes
4006,2860,Auto,2023-12-14,2024-01-11,3158.0,117,South,Yes
4007,3212,Auto,2023-07-10,2023-09-19,1041.0,84,South,Yes
4008,501,Auto,2024-10-26,2022-11-06,2138.0,113,South,Yes
4009,3013,Auto,2022-02-04,2025-06-27,1172.0,70,South,Yes
4010,2647,Auto,2022-10-18,2022-03-05,2834.0,60,South,Yes
4011,3646,Auto,2023-02-17,2025-08-10,2381.0,71,South,Yes
4012,3537,Auto,2024-03-05,2024-07-15,3366.0,3,South,Yes
4013,2978,Auto,2022-06-23,2025-11-25,2920.0,25,South,Yes
4014,3608,Home,2022-03-02,2023-09-09,2416.0,50,South,Yes
4015,11,Health,2023-04-10,2022-10-18,3321.0,45,South,Yes
4016,3843,Auto,2021-08-18,2023-05-17,2365.0,56,South,Yes
4017,1810,Home,2024-10-26,2022-07-01,1673.0,82,South,Yes
4018,3284,Home,2022-02-15,2022-02-07,2784.0,5,South,Yes
4019,603,Home,2022-02-17,2025-08-16,1770.0,49,South,No
4020,1571,Home,2024-01-25,2022-11-25,3221.0,28,South,Yes
4021,1480,Auto,2021-07-01,2025-07-10,2034.0,16,South,Yes
4022,2469,Auto,2022-05-05,2022-03-27,1816.0,49,South,Yes
4023,2389,Life,2021-10-10,2025-03-30,2825.0,73,South,No
4024,1797,Home,2021-07-04,2023-06-11,2871.0,48,South,Yes
4025,2719,Home,2022-06-25,2024-09-02,1308.0,116,South,No
4026,577,Home,2022-04-03,2024-10-13,2496.0,76,South,No
4027,985,Auto,2024-06-24,2024-08-14,1440.0,92,South,No
4028,3344,Home,2023-02-16,2025-08-30,1715.0,4,South,No
4029,3937,Auto,2022-07-07,2024-06-03,2032.0,11,South,Yes
4030,3104,Home,2023-01-07,2024-04-15,1730.0,97,South,Yes
4031,1088,Home,2023-01-24,2022-07-29,1573.0,57,South,No
4032,4558,Auto,2024-05-09,2022-01-02,3590.0,35,South,No
4033,2816,Life,2021-05-20,2025-09-09,1848.0,38,South,Yes
4034,4519,Home,2023-08-20,2022-07-15,1802.0,41,South,No
4035,2185,Auto,2024-01-10,2025-02-19,2215.0,23,South,Yes
4036,492,Home,2023-08-13,2023-02-10,1995.0,119,South,Yes
4037,4480,Home,2023-11-16,2022-08-28,1692.0,111,South,Yes
4038,3416,Home,2023-05-17,2023-02-05,1606.0,98,South,Yes
4039,407,Auto,2021-12-28,2025-02-26,2676.0,25,South,Yes
4040,962,Auto,2023-10-06,2025-02-28,2398.0,33,South,No
4041,3109,Home,2021-10-28,2022-02-27,1632.0,113,South,Yes
4042,1039,Home,2022-12-22,2023-01-09,922.0,60,South,Yes
4043,4550,Auto,2021-08-07,2025-09-24,2477.0,75,South,Yes
4044,4095,Home,2022-03-06,2023-12-26,1501.0,28,South,Yes
4045,1142,Home,2021-04-06,2025-04-01,6672.0,104,South,Yes
4046,311,Home,2023-04-03,2025-12-01,2556.0,96,South,Yes
4047,4831,Home,2021-03-02,2024-02-25,3462.0,42,South,Yes
4048,1321,Auto,2021-06-13,2022-08-14,1031.0,77,South,Yes
4049,3795,Home,2024-11-02,2023-09-02,2322.0,106,South,Yes
4050,719,Home,2022-01-07,2023-03-16,1089.0,89,South,Yes
4051,1836,Auto,2023-04-02,2022-12-04,2973.0,39,South,No
4052,3710,Home,2021-05-30,2025-05-27,1340.0,31,South,Yes
4053,2756,Auto,2021-04-02,2025-08-09,1639.0,31,South,No
4054,1446,Auto,2023-06-17,2025-11-02,1396.0,87,South,Yes
4055,610,Home,2022-08-18,2025-03-16,2337.0,24,South,Yes
4056,4365,Home,2021-03-04,2024-11-04,2266.0,64,South,Yes
4057,1590,Auto,2021-06-01,2023-09-16,1686.0,105,South,No
4058,4048,Home,2021-09-11,2025-12-31,2748.0,107,South,No
4059,1217,Home,2022-12-28,2023-12-24,2703.0,24,South,Yes
4060,1981,Auto,2024-01-07,2024-12-20,1218.0,111,South,Yes
4061,309,Life,2021-07-22,2025-12-18,654.0,78,South,Yes
4062,2833,Auto,2024-04-26,2023-11-03,1570.0,39,South,Yes
4063,697,Auto,2021-02-13,2024-07-02,2266.0,9,South,Yes
4064,4780,Home,2023-02-09,2025-08-02,3008.0,24,South,Yes
4065,3348,Auto,2021-08-27,2024-04-29,2257.0,60,South,Yes
4066,3771,Home,2021-12-26,2022-03-06,2486.0,14,South,No
4067,3558,Life,2023-06-03,2024-10-10,1105.0,100,South,Yes
4068,4274,Auto,2024-11-18,2023-11-11,3446.0,44,South,Yes
4069,3414,Life,2024-06-19,2023-07-18,2201.0,120,South,Yes
4070,871,Life,2023-02-25,2024-01-15,2428.0,38,South,No
4071,2195,Life,2022-11-11,2023-09-20,2139.0,74,South,Yes
4072,3688,Home,2021-10-20,2023-02-06,2228.0,3,South,Yes
4073,1898,Auto,2022-01-15,2025-08-05,2119.0,46,South,Yes
4074,1494,Auto,2022-03-09,2023-05-11,2780.0,41,South,Yes
4075,4711,Life,2022-03-28,2025-05-26,2454.0,37,South,Yes
4076,1665,Life,2022-02-19,2023-05-08,2244.0,18,South,Yes
4077,1924,Auto,2024-07-31,2024-04-23,2276.0,11,South,Yes
4078,2555,Home,2023-09-14,2022-06-10,2131.0,19,South,Yes
4079,248,Life,2023-03-19,2023-09-27,1311.0,21,South,No
4080,4907,Home,2023-05-23,2023-01-14,2419.0,63,South,Yes
4081,704,Home,2024-10-07,2022-06-05,1143.0,40,South,No
4082,2235,Auto,2024-09-25,2023-06-23,2467.0,57,South,Yes
4083,2008,Auto,2024-05-14,2025-06-22,3102.0,119,South,Yes
4084,4602,Auto,2022-03-28,2023-03-13,1142.0,20,South,Yes
4085,2515,Auto,2021-05-21,2024-11-29,2352.0,96,South,Yes
4086,1831,Home,2021-11-18,2025-05-19,1877.0,59,South,Yes
4087,1899,Home,2024-12-25,2024-10-22,2427.0,78,South,Yes
4088,1540,Auto,2024-06-22,2022-11-22,2212.0,29,South,Yes
4089,4930,Auto,2022-08-04,2022-04-19,1083.0,50,South,Yes
4090,3682,Auto,2023-03-07,2022-11-24,950.0,55,South,No
4091,584,Auto,2021-05-06,2023-01-01,2368.0,3,South,Yes
4092,4223,Home,2023-01-10,2024-06-22,3313.0,12,South,Yes
4093,4697,Home,2024-11-24,2024-02-02,2770.0,33,South,Yes
4094,1810,Home,2023-03-11,2025-10-07,1391.0,3,South,Yes
4095,1482,Home,2021-01-20,2024-06-17,4374.0,103,South,Yes
4096,4435,Home,2023-03-31,2023-04-24,1357.0,51,South,Yes
4097,1034,Life,2024-06-15,2022-09-09,832.0,4,South,No
4098,1413,Auto,2022-04-30,2025-09-29,5822.0,46,South,Yes
4099,3822,Home,2022-08-17,2022-03-24,995.0,93,South,Yes
4100,2807,Life,2021-04-05,2025-06-24,1609.0,5,South,Yes
4101,2253,Auto,2022-05-30,2022-04-25,2371.0,75,South,Yes
4102,3389,Auto,2023-03-27,2023-07-06,1938.0,18,South,Yes
4103,317,Auto,2024-12-31,2024-08-10,2081.0,105,South,Yes
4104,223,Auto,2022-08-11,2025-12-20,1887.0,42,South,Yes
4105,230,Life,2023-03-05,2022-06-13,1843.0,65,South,No
4106,244,Home,2021-12-09,2023-10-23,1446.0,4,South,Yes
4107,1396,Home,2022-01-05,2025-12-19,2292.0,44,South,Yes
4108,2827,Home,2021-07-26,2023-08-17,1545.0,42,South,Yes
4109,996,Auto,2022-08-03,2024-03-20,3478.0,19,South,Yes
4110,3708,Auto,2024-08-05,2023-08-08,2515.0,105,South,Yes
4111,3706,Auto,2022-10-02,2022-06-01,1218.0,14,South,Yes
4112,1751,Life,2021-09-26,2025-04-09,3156.0,23,South,Yes
4113,1204,Auto,2024-09-14,2022-09-18,2424.0,58,South,Yes
4114,1018,Auto,2023-02-23,2022-07-01,2202.0,86,South,Yes
4115,3987,Auto,2021-01-19,2022-01-13,1534.0,75,South,Yes
4116,4923,Home,2021-12-01,2025-12-22,5950.0,118,South,Yes
4117,2942,Home,2022-09-27,2022-02-11,1745.0,62,South,Yes
4118,839,Home,2021-11-11,2023-08-22,948.0,53,South,Yes
4119,2164,Home,2022-09-23,2024-03-22,1235.0,22,South,Yes
4120,3168,Auto,2022-05-08,2024-07-13,2027.0,82,South,Yes
4121,77,Life,2022-08-20,2022-12-09,1180.0,37,South,No
4122,1635,Home,2024-12-21,2024-03-28,2390.0,72,South,Yes
4123,2517,Auto,2021-10-01,2025-09-01,3582.0,110,South,Yes
4124,2806,Auto,2024-08-02,2022-07-07,3472.0,110,South,Yes
4125,1105,Auto,2023-12-01,2025-05-01,2928.0,43,South,Yes
4126,1776,Auto,2023-10-07,2023-10-19,1225.0,80,South,Yes
4127,3602,Life,2021-08-24,2024-09-16,5924.0,107,South,Yes
4128,4678,Auto,2023-01-09,2024-07-06,1201.0,113,South,Yes
4129,3507,Auto,2022-04-02,2022-02-12,1496.0,44,South,No
4130,1486,Auto,2023-11-02,2022-12-10,3270.0,100,South,Yes
4131,1834,Life,2024-11-26,2024-11-07,1957.0,43,South,Yes
4132,2458,Auto,2022-07-31,2025-02-16,3473.0,117,South,Yes
4133,1336,Auto,2024-10-10,2024-01-19,1187.0,3,South,No
4134,3781,Auto,2023-07-03,2025-08-24,1836.0,56,South,Yes
4135,611,Auto,2021-06-03,2022-02-25,3325.0,36,South,Yes
4136,3422,Home,2022-05-15,2025-12-27,1556.0,31,South,No
4137,2897,Auto,2021-07-27,2024-11-11,3725.0,29,South,Yes
4138,2650,Home,2023-08-15,2025-05-22,1852.0,110,South,Yes
4139,2235,Auto,2022-01-18,2022-03-10,1783.0,34,South,No
4140,1422,Life,2021-06-23,2025-08-25,2357.0,79,South,Yes
4141,613,Auto,2021-11-02,2023-01-30,1768.0,78,South,Yes
4142,93,Auto,2024-01-21,2022-05-07,1928.0,29,South,Yes
4143,4141,Life,2022-05-31,2022-02-03,514.0,49,South,Yes
4144,586,Home,2021-06-18,2022-06-19,2226.0,57,South,Yes
4145,3752,Auto,2021-12-24,2022-05-30,2189.0,104,South,No
4146,3395,Home,2024-03-10,2023-01-02,1997.0,30,South,No
4147,936,Home,2022-11-27,2023-01-22,1699.0,12,South,Yes
4148,2664,Auto,2022-03-25,2022-07-23,1027.0,79,South,Yes
4149,2310,Auto,2024-11-24,2025-05-11,2552.0,97,South,Yes
4150,3698,Home,2021-10-23,2025-05-08,2119.0,12,South,Yes
4151,814,Auto,2024-06-08,2025-09-21,1227.0,40,South,No
4152,4619,Home,2024-10-13,2023-12-27,3405.0,55,South,Yes
4153,1329,Home,2024-07-28,2022-09-21,1573.0,19,South,Yes
4154,1923,Home,2021-07-30,2025-03-06,1548.0,37,South,Yes
4155,2358,Auto,2024-07-06,2022-09-07,723.0,52,South,No
4156,3715,Life,2021-02-17,2023-07-31,1905.0,65,South,No
4157,479,Home,2022-03-01,2022-07-21,1842.0,101,South,Yes
4158,792,Life,2023-06-11,2025-12-14,1541.0,57,South,Yes
4159,342,Auto,2021-02-13,2022-01-06,2272.0,24,South,Yes
4160,1706,Auto,2023-05-31,2022-11-23,1013.0,33,South,Yes
4161,232,Auto,2022-11-26,2024-03-03,3302.0,69,South,Yes
4162,2998,Health,2021-01-12,2023-10-04,1732.0,40,South,Yes
4163,468,Home,2021-08-30,2023-03-01,2287.0,6,South,Yes
4164,1161,Life,2022-04-10,2023-11-28,2833.0,75,South,No
4165,2510,Auto,2022-11-30,2023-11-24,1615.0,36,South,Yes
4166,3496,Home,2021-11-19,2023-05-19,3539.0,83,South,Yes
4167,1763,Auto,2021-09-25,2022-07-25,2451.0,49,South,Yes
4168,3057,Auto,2023-06-24,2022-10-26,2229.0,97,South,No
4169,3242,Home,2024-07-19,2025-04-21,1425.0,111,South,Yes
4170,2276,Auto,2023-04-26,2022-06-21,1927.0,120,South,Yes
4171,1421,Life,2024-06-09,2023-12-01,1582.0,83,South,Yes
4172,788,Auto,2024-01-26,2024-12-22,2456.0,26,South,Yes
4173,4409,Life,2021-07-21,2022-04-20,2463.0,78,South,Yes
4174,491,Auto,2023-09-20,2022-07-20,3312.0,99,South,Yes
4175,1509,Auto,2022-06-13,2022-07-26,1011.0,59,South,Yes
4176,2692,Auto,2024-10-29,2024-10-28,2276.0,86,South,Yes
4177,1365,Home,2023-08-14,2023-08-12,1599.0,94,South,Yes
4178,3284,Auto,2021-06-06,2024-06-16,2984.0,55,South,Yes
4179,1303,Life,2021-12-27,2022-04-27,3495.0,71,South,Yes
4180,255,Auto,2024-03-30,2022-05-17,1480.0,70,South,Yes
4181,4823,Auto,2021-07-04,2024-01-09,2485.0,28,South,Yes
4182,2937,Auto,2021-03-28,2023-12-07,911.0,23,South,No
4183,3450,Auto,2021-11-30,2022-09-19,1460.0,106,South,No
4184,3059,Auto,2024-12-07,2024-09-15,2449.0,103,South,Yes
4185,3237,Life,2023-03-01,2022-05-20,6281.0,86,South,Yes
4186,3695,Life,2022-07-21,2023-05-11,1247.0,70,South,Yes
4187,2514,Life,2024-02-14,2022-04-30,3018.0,99,South,Yes
4188,673,Home,2021-02-25,2022-11-17,2593.0,92,South,Yes
4189,2192,Home,2021-01-20,2025-07-21,2393.0,116,South,Yes
4190,1555,Home,2021-01-08,2023-02-06,2356.0,67,South,No
4191,536,Life,2022-03-09,2022-02-05,1161.0,45,South,Yes
4192,3711,Home,2022-09-05,2024-10-01,2254.0,64,South,Yes
4193,1543,Home,2021-04-05,2023-07-26,1297.0,21,South,No
4194,3751,Auto,2022-09-21,2022-09-18,2447.0,57,South,Yes
4195,4940,Home,2021-01-25,2025-09-02,2394.0,43,South,Yes
4196,2101,Auto,2021-01-31,2023-04-20,1828.0,88,South,Yes
4197,2734,Auto,2023-08-21,2025-12-28,1924.0,47,South,Yes
4198,2589,Auto,2023-09-10,2024-10-04,1267.0,104,South,Yes
4199,3964,Auto,2024-02-14,2022-05-10,2050.0,4,South,Yes
4200,2894,Auto,2023-10-05,2023-01-08,2660.0,12,South,Yes
4201,1376,Life,2023-01-11,2023-12-05,1463.0,106,South,Yes
4202,4522,Home,2024-06-18,2024-11-14,963.0,94,South,Yes
4203,3329,Home,2023-09-30,2022-03-13,2771.0,90,South,Yes
4204,4131,Home,2024-08-10,2025-05-12,1062.0,47,South,Yes
4205,1342,Auto,2022-12-19,2022-12-07,849.0,1,South,Yes
4206,4716,Life,2021-12-22,2024-04-24,2556.0,84,South,Yes
4207,4719,Life,2021-07-27,2022-08-06,1873.0,107,South,Yes
4208,2703,Auto,2022-08-10,2022-04-12,2459.0,82,South,Yes
4209,3683,Home,2021-01-13,2025-06-27,1013.0,80,South,No
4210,3118,Home,2022-02-28,2023-07-23,705.0,56,South,Yes
4211,742,Auto,2023-02-02,2023-06-13,1545.0,110,South,Yes
4212,3606,Life,2023-11-14,2022-06-29,1471.0,99,South,Yes
4213,4704,Life,2024-02-13,2025-11-12,1434.0,2,South,Yes
4214,466,Auto,2024-09-07,2022-03-18,1509.0,99,South,No
4215,3757,Life,2024-01-27,2025-10-18,2390.0,28,South,Yes
4216,1994,Home,2022-01-13,2025-01-29,2208.0,45,South,Yes
4217,3835,Home,2021-05-12,2025-01-30,1884.0,14,South,Yes
4218,188,Home,2021-02-19,2022-11-11,2756.0,78,South,No
4219,858,Home,2022-06-28,2024-10-04,2179.0,65,South,Yes
4220,2528,Home,2022-06-19,2022-04-02,2299.0,13,South,Yes
4221,4753,Auto,2022-02-02,2022-07-07,3102.0,22,South,Yes
4222,3191,Auto,2023-12-04,2025-02-25,2360.0,8,South,No
4223,418,Home,2021-05-27,2022-08-17,2116.0,41,South,Yes
4224,2800,Auto,2021-11-07,2025-07-08,2099.0,14,South,No
4225,3752,Home,2021-12-25,2024-12-24,445.0,112,South,No
4226,2391,Auto,2022-03-19,2022-08-30,1628.0,110,South,Yes
4227,65,Home,2023-08-02,2025-04-04,2008.0,43,South,Yes
4228,2822,Auto,2023-04-17,2022-01-08,1775.0,66,South,No
4229,3843,Life,2022-06-03,2022-07-05,2249.0,62,South,No
4230,3847,Life,2021-02-13,2025-11-09,1293.0,3,South,Yes
4231,282,Home,2024-01-31,2023-09-18,1801.0,19,South,Yes
4232,524,Home,2021-11-29,2024-05-30,1772.0,34,South,Yes
4233,3500,Home,2021-07-30,2023-01-10,1038.0,119,South,No
4234,4839,Life,2021-02-18,2024-10-13,1455.0,16,South,Yes
4235,4560,Auto,2023-07-19,2025-12-21,1718.0,91,South,Yes
4236,3487,Auto,2022-12-14,2022-08-14,1264.0,25,South,No
4237,2598,Home,2021-07-19,2022-08-26,1003.0,9,South,Yes
4238,2679,Home,2024-11-13,2025-07-30,657.0,28,South,Yes
4239,4914,Auto,2024-02-15,2022-10-05,1374.0,73,South,Yes
4240,3782,Auto,2023-10-08,2024-06-05,1815.0,46,South,Yes
4241,3589,Auto,2021-10-16,2025-07-20,1900.0,100,South,Yes
4242,1353,Home,2023-01-08,2025-05-16,1008.0,107,South,Yes
4243,2685,Auto,2024-12-11,2022-10-16,872.0,100,South,Yes
4244,2475,Auto,2024-12-28,2024-05-27,1830.0,51,South,No
4245,2713,Auto,2024-03-23,2024-12-05,2130.0,96,South,Yes
4246,773,Auto,2022-12-18,2023-04-27,1619.0,39,South,No
4247,4533,Auto,2024-07-22,2025-05-07,1663.0,118,South,No
4248,2031,Home,2022-09-18,2023-02-08,1064.0,7,South,Yes
4249,633,Home,2022-03-04,2025-12-30,1756.0,62,South,No
4250,1396,Auto,2023-03-29,2025-07-17,3486.0,62,South,Yes
4251,422,Home,2021-03-20,2023-12-27,3524.0,109,South,Yes
4252,2644,Auto,2022-08-23,2023-09-08,1463.0,6,South,Yes
4253,683,Home,2022-09-25,2022-05-20,1311.0,110,South,Yes
4254,1989,Auto,2024-12-21,2022-10-31,2338.0,32,South,Yes
4255,3332,Life,2024-02-17,2024-07-12,1880.0,86,South,Yes
4256,4595,Auto,2024-08-05,2022-11-25,1750.0,88,South,Yes
4257,4558,Auto,2021-12-23,2024-12-28,1107.0,30,South,Yes
4258,3909,Auto,2023-11-16,2025-01-06,2291.0,11,South,Yes
4259,1432,Auto,2021-07-17,2024-11-18,1399.0,48,South,Yes
4260,173,Auto,2022-08-17,2025-09-24,2194.0,24,South,Yes
4261,4123,Home,2024-09-20,2025-05-13,1746.0,64,South,No
4262,4993,Home,2024-09-24,2023-01-18,1360.0,75,South,Yes
4263,4578,Home,2022-07-06,2023-03-28,2574.0,111,South,Yes
4264,2362,Life,2021-12-07,2025-08-18,3096.0,18,South,Yes
4265,4290,Home,2023-10-13,2024-03-29,2564.0,110,South,Yes
4266,3359,Home,2022-10-10,2023-03-23,2398.0,56,South,Yes
4267,2817,Life,2022-09-12,2024-05-24,2633.0,60,South,Yes
4268,3640,Auto,2021-09-15,2024-04-11,1677.0,51,South,Yes
4269,50,Auto,2023-07-28,2023-08-08,1523.0,50,South,Yes
4270,163,Auto,2022-11-03,2024-09-05,1550.0,74,South,Yes
4271,2295,Auto,2021-03-06,2024-03-17,2132.0,59,South,Yes
4272,2152,Life,2022-05-13,2023-06-16,1852.0,8,South,No
4273,480,Auto,2021-10-14,2025-09-10,1724.0,93,South,Yes
4274,3331,Auto,2022-07-12,2022-08-13,1199.0,108,South,No
4275,3481,Auto,2021-09-11,2025-06-29,1745.0,111,South,Yes
4276,152,Auto,2022-03-09,2022-10-03,1279.0,4,South,No
4277,2917,Home,2024-04-01,2025-06-10,1508.0,25,South,No
4278,2145,Auto,2022-03-11,2025-06-03,1015.0,93,South,Yes
4279,4918,Auto,2021-03-10,2024-08-15,1996.0,110,South,Yes
4280,218,Auto,2022-11-06,2022-03-07,3404.0,76,South,Yes
4281,2731,Auto,2022-03-23,2025-11-05,2993.0,12,South,Yes
4282,683,Life,2023-10-21,2024-02-16,2038.0,38,South,Yes
4283,3372,Auto,2024-06-12,2022-06-26,2103.0,81,South,Yes
4284,2673,Home,2024-05-29,2025-05-23,2157.0,110,South,Yes
4285,374,Auto,2021-05-12,2022-02-06,1781.0,68,South,No
4286,1799,Auto,2023-09-07,2024-06-13,3084.0,40,South,Yes
4287,1928,Home,2021-04-07,2025-02-13,1662.0,58,South,Yes
4288,2632,Home,2022-04-09,2025-03-21,956.0,61,South,Yes
4289,1312,Life,2021-04-07,2024-05-11,1145.0,79,South,Yes
4290,456,Home,2023-01-02,2025-12-12,1015.0,84,South,Yes
4291,3550,Home,2024-04-30,2023-04-30,1673.0,60,South,Yes
4292,3660,Home,2021-10-09,2025-07-16,1336.0,17,South,Yes
4293,2370,Auto,2021-11-02,2024-04-17,3063.0,11,South,Yes
4294,3933,Auto,2021-04-21,2022-08-16,3349.0,16,South,Yes
4295,2402,Home,2021-09-03,2024-04-01,1159.0,5,South,Yes
4296,1126,Home,2023-06-07,2022-09-17,2071.0,52,South,Yes
