claim_id,policy_id,customer_id,adjuster_id,claim_date,claim_type,claim_amount,claim_status,days_to_settle,fraud_flag,fraud_score,region
6437,1151,342,,2022-06-09,Auto,8375.0,Approved,45,1,0.57,South
6438,690,150,19,2023-06-18,Auto,6203.0,Approved,40,0,0.81,South
6439,7393,1223,33,2023-11-05,Life,15014.0,Denied,33,0,0.65,South
6440,3874,4731,7,2021-09-25,Home,2281.0,Denied,44,0,0.65,South
6441,7329,2358,18,2024-03-24,Auto,933.0,Denied,21,1,0.85,South
6442,3974,2276,15,2024-08-27,Auto,6721.0,Denied,19,0,0.13,South
6443,1638,688,5,2024-01-25,Home,3879.0,Pending,42,0,0.95,South
6444,6199,3440,38,2023-04-07,Health,2537.0,Pending,47,0,0.02,South
6445,7617,9,22,2023-09-01,Auto,8952.0,Approved,56,0,0.93,South
6446,4222,3952,9,2024-06-02,Auto,15913.0,Approved,44,0,0.12,South
6447,6925,2644,31,2021-10-29,Auto,7023.0,Denied,37,0,0.74,South
6448,231,4250,13,2022-06-09,Home,1323.0,Pending,9,0,0.6,South
6449,6537,2284,25,2023-10-07,Auto,14895.0,Approved,44,0,0.81,South
6450,2084,485,18,2025-01-17,Home,12594.0,Approved,18,0,0.11,South
6451,7175,650,3,2021-03-09,Auto,9598.0,Denied,14,0,0.07,South
6452,5494,900,33,2024-03-05,Auto,6152.0,Approved,36,0,0.88,South
6453,3463,476,30,2024-03-18,Auto,1561.0,Approved,46,0,0.28,South
6454,7089,3600,14,2024-11-03,Auto,17265.0,Denied,31,0,0.93,South
6455,7964,4890,13,2022-08-04,Auto,15658.0,Approved,10,1,0.9,South
6456,4870,1738,22,2024-01-03,Life,5415.0,Approved,17,0,0.83,South
6457,1174,4655,19,2021-06-23,Life,7529.0,Denied,59,0,0.74,South
6458,7345,4025,16,2024-01-15,Home,8381.0,Approved,26,0,0.76,South
6459,7816,2003,12,2023-06-26,Auto,17154.0,Approved,31,0,0.41,South
6460,7997,3422,22,2021-11-27,Life,4121.0,Denied,43,0,0.07,South
6461,6514,1847,13,2023-11-24,Home,1050.0,Approved,60,0,0.3,South
6462,3231,508,25,2023-11-03,Home,2672.0,Approved,36,0,0.88,South
6463,3128,3973,29,2025-01-15,Home,5285.0,Denied,12,0,0.23,South
6464,6915,2451,33,2025-09-13,Auto,8957.0,Approved,9,0,0.32,South
6465,5122,2085,31,2023-03-13,Auto,15723.0,Approved,58,0,0.73,South
6466,4113,1065,9,2021-10-09,Home,337.0,Approved,31,0,0.8,South
6467,4763,436,14,2022-01-06,Auto,14405.0,Approved,5,0,0.73,South
6468,3769,3885,38,2023-04-03,Auto,840.0,Denied,50,0,0.23,South
6469,1353,3400,37,2023-02-26,Home,4983.0,Approved,13,0,0.09,South
6470,7562,461,1,2022-03-24,Home,8744.0,Approved,28,0,0.63,South
6471,2339,152,32,2024-12-15,Home,14545.0,Denied,3,0,0.28,South
6472,6412,3359,13,2023-09-09,Home,7036.0,Approved,56,0,0.46,South
6473,4044,2474,36,2022-02-06,Life,13399.0,Approved,24,0,0.18,South
6474,5265,2386,32,2021-10-20,Auto,16384.0,Approved,17,0,0.34,South
6475,7469,2204,9,2022-02-27,Auto,15210.0,Approved,43,0,0.15,South
6476,5749,4498,24,2024-05-17,Auto,899.0,Approved,30,0,0.74,South
6477,5976,317,39,2022-05-18,Auto,11158.0,Approved,36,0,0.96,South
6478,4938,2654,,2023-07-12,Auto,3636.0,Pending,19,0,0.07,South
6479,6906,997,6,2022-11-06,Auto,1736.0,Denied,45,1,0.95,South
6480,7079,943,7,2023-01-02,Auto,16568.0,Approved,25,1,0.33,South
6481,6668,1336,36,2022-11-21,Auto,1873.0,Approved,6,0,0.04,South
6482,6307,2841,29,2024-04-15,Home,15220.0,Denied,11,0,0.57,South
6483,4238,612,35,2023-04-06,Auto,13403.0,Approved,40,0,0.33,South
6484,5947,1269,17,2022-01-05,Home,12212.0,Approved,51,0,0.31,South
6485,5949,4076,11,2023-08-12,Home,16899.0,Approved,57,0,0.13,South
6486,3753,2886,12,2022-06-23,Home,16201.0,Approved,60,0,0.92,South
6487,2340,1260,36,2022-12-19,Home,12472.0,Denied,35,0,0.15,South
6488,1005,889,31,2025-03-31,Auto,8653.0,Approved,12,0,0.88,South
6489,7459,496,26,2022-12-08,Auto,12170.0,Approved,37,0,0.51,South
6490,1323,4575,9,2021-10-21,Auto,1045.0,Approved,3,0,0.04,South
6491,4993,2750,33,2021-10-14,Auto,1482.0,Approved,5,0,0.43,South
6492,4247,3986,13,2021-02-13,Life,15521.0,Denied,49,0,0.25,South
6493,7694,1627,15,2023-01-04,Home,3745.0,Approved,19,0,0.02,South
6494,5814,4696,6,2022-06-26,Auto,12739.0,Approved,36,0,0.62,South
6495,5541,2969,34,2023-01-27,Auto,8958.0,Approved,36,0,0.41,South
6496,5318,1263,37,2022-01-31,Auto,16734.0,Approved,52,0,0.3,South
6497,5811,3947,23,2025-01-08,Home,4373.0,,36,0,0.03,South
6498,3743,3938,15,2024-04-01,Auto,9863.0,Approved,56,0,0.57,South
6499,5862,1044,29,2024-03-28,Auto,9426.0,Approved,59,1,0.33,South
6500,6574,3468,21,2023-09-20,Auto,15427.0,Pending,40,0,0.64,South
6501,3791,3438,7,2022-02-26,Auto,10553.0,Denied,22,0,0.04,South
6502,122,4907,32,2024-01-24,Auto,10309.0,Approved,58,0,0.33,South
6503,6507,4826,30,2022-11-02,Auto,7970.0,Denied,11,0,0.34,South
6504,3959,4193,6,2022-08-10,Home,11132.0,Denied,50,0,0.23,South
6505,7665,4782,2,2024-05-09,Home,16291.0,Approved,47,0,0.63,South
6506,4083,4088,35,2022-09-16,Auto,2697.0,Approved,14,0,0.53,South
6507,5953,242,22,2025-11-23,Home,1526.0,Approved,35,0,0.84,South
6508,1863,27,9,2023-07-03,Life,530.0,Denied,11,0,0.55,South
6509,4674,4255,40,2023-11-01,Home,9925.0,Denied,55,0,0.39,South
6510,1847,4061,13,2022-02-07,Home,9116.0,Approved,34,0,0.38,South
6511,6768,1197,15,2025-03-03,Life,2712.0,Approved,38,0,0.7,South
6512,3628,2418,28,2022-05-02,Auto,14812.0,Approved,31,0,0.75,South
6513,4629,3019,37,2022-12-14,Auto,9461.0,Approved,8,0,0.72,South
6514,350,2096,9,2023-11-06,Home,8024.0,Approved,30,0,0.13,South
6515,1873,4276,15,2025-02-04,Auto,17976.0,Denied,8,0,0.47,South
6516,5912,4713,11,2021-07-09,Auto,8477.0,Denied,49,0,0.3,South
6517,293,2753,27,2023-10-11,Auto,4467.0,Approved,15,0,0.49,South
6518,3300,808,38,2024-02-14,Auto,16495.0,Denied,28,0,0.16,South
6519,3296,4936,,2023-03-12,Home,18037.0,Denied,5,0,0.14,South
6520,142,3119,23,2024-05-29,Life,6594.0,Approved,16,0,0.01,South
6521,5846,2582,9,2025-07-15,Auto,8343.0,Approved,39,0,0.9,South
6522,7906,4524,37,2024-01-07,Home,15690.0,Denied,27,0,0.55,South
6523,6510,3770,19,2024-10-14,Home,2330.0,Approved,12,0,0.77,South
6524,4057,1080,37,2024-05-21,Home,18226.0,Approved,51,0,0.17,South
6525,1536,2612,19,2022-07-08,Home,12721.0,Approved,51,0,0.78,South
6526,1269,3391,4,2023-05-17,Auto,10659.0,Denied,40,0,0.44,South
6527,6781,866,9,2025-04-28,Home,14850.0,Approved,34,0,0.4,South
6528,5691,2159,17,2022-06-30,Auto,13355.0,Approved,17,0,0.58,South
6529,2491,4159,23,2024-05-01,Auto,9201.0,Denied,6,0,0.06,South
6530,2886,3133,9,2021-12-17,Home,17497.0,Denied,42,0,0.48,South
6531,4341,4011,20,2022-10-31,Auto,12962.0,Approved,38,0,0.29,South
6532,1103,4059,1,2025-04-30,Health,2118.0,Pending,38,0,0.18,South
6533,2527,2712,6,2024-12-01,Auto,2092.0,Approved,22,1,0.76,South
6534,3524,591,5,2025-01-23,Auto,12850.0,Approved,17,0,0.12,South
6535,1207,167,33,2022-01-02,Home,12761.0,Approved,61,0,0.21,South
6536,3789,4604,39,2024-05-12,Home,15445.0,Approved,43,0,0.1,South
6537,6111,4352,24,2022-10-27,Auto,2795.0,Approved,40,1,0.4,South
6538,3904,1253,15,2025-06-19,Home,8570.0,Approved,54,0,0.81,South
6539,4664,1722,31,2021-09-14,Auto,5832.0,Approved,8,0,0.46,South
6540,5048,333,25,2024-07-03,Auto,16508.0,Denied,9,0,0.82,South
6541,3509,2990,27,2023-08-22,Auto,12374.0,Approved,55,0,0.04,South
6542,5749,4348,31,2021-10-27,Life,7600.0,Denied,34,0,0.18,South
6543,684,3218,19,2025-02-08,Home,14525.0,Denied,14,0,0.14,South
6544,1365,4487,3,2022-11-15,Auto,5902.0,Approved,40,0,0.65,South
6545,5343,2415,22,2024-11-17,Life,4488.0,Approved,7,0,0.19,South
6546,7571,668,20,2021-09-27,Auto,16551.0,Approved,30,0,0.54,South
6547,6933,4233,10,2023-08-29,Auto,5063.0,Approved,61,0,0.92,South
6548,6147,1766,15,2025-09-30,Home,10990.0,Approved,42,0,0.96,South
6549,6819,3891,9,2022-09-16,Auto,4283.0,Denied,14,0,0.07,South
6550,6343,2792,5,2022-03-12,Home,3450.0,Approved,49,0,0.48,South
6551,6576,1947,10,2022-06-30,Life,10880.0,Approved,29,0,0.24,South
6552,3509,2176,32,2021-12-25,Life,13084.0,Denied,54,0,0.18,South
6553,6073,2788,32,2024-05-11,Home,17562.0,Denied,54,0,0.75,South
6554,5165,990,18,2022-10-18,Auto,6757.0,Approved,60,0,0.81,South
6555,4680,4458,32,2022-02-24,Home,8366.0,Approved,38,0,0.95,South
6556,6486,3352,29,2024-01-30,Auto,11661.0,Approved,36,0,0.66,South
6557,6413,3891,26,2022-11-03,Life,4075.0,Approved,53,0,0.16,South
6558,838,1019,39,2022-04-13,Life,5785.0,Denied,36,0,0.22,South
6559,431,852,21,2022-06-07,Home,7999.0,Approved,39,0,0.67,South
6560,7188,2574,,2024-12-27,Auto,18196.0,Approved,7,0,0.95,South
6561,3659,3694,16,2024-09-04,Home,1622.0,Approved,15,0,0.96,South
6562,7308,54,9,2024-05-14,Auto,13055.0,Approved,27,0,0.87,South
6563,7273,4976,21,2024-03-30,Auto,10610.0,Approved,30,0,0.86,South
6564,3956,4907,18,2022-07-02,Auto,7562.0,Pending,17,0,0.3,South
6565,7446,1282,9,2022-11-08,Auto,2327.0,Approved,6,0,0.82,South
6566,5523,325,4,2024-04-19,Auto,9142.0,Approved,39,0,0.75,South
6567,1630,4037,25,2022-02-10,Life,17325.0,Approved,60,0,0.97,South
6568,3749,1416,30,2025-06-17,Auto,4375.0,Approved,26,0,0.19,South
6569,5527,2043,6,2025-06-03,Auto,8215.0,Approved,15,0,0.4,South
6570,1586,2353,34,2024-01-17,Auto,6247.0,Approved,16,0,0.34,South
6571,978,282,5,2025-02-09,Home,12285.0,Denied,24,0,0.35,South
6572,2938,3776,18,2022-01-14,Home,2470.0,Denied,30,0,0.41,South
6573,1337,702,11,2023-05-12,Auto,4802.0,Approved,27,0,0.54,South
6574,6894,422,34,2022-02-19,Home,3736.0,Approved,14,0,0.89,South
6575,657,788,17,2023-02-02,Home,14813.0,Approved,49,0,0.4,South
6576,7885,2154,22,2022-05-08,Home,5274.0,Approved,40,0,0.6,South
6577,6170,4936,24,2021-04-26,Auto,14824.0,Denied,50,0,0.66,South
6578,3703,2316,38,2021-03-06,Auto,5368.0,Denied,28,0,0.93,South
6579,3578,1421,16,2022-04-07,Home,610.0,Denied,3,0,0.56,South
6580,298,2756,36,2023-09-07,Auto,13243.0,Denied,14,0,0.69,South
6581,5054,3154,15,2022-11-09,Home,16865.0,Approved,35,0,0.87,South
6582,4218,2707,11,2022-04-17,Auto,9566.0,Approved,42,0,0.3,South
6583,2283,3487,11,2021-07-09,Auto,10547.0,Pending,58,0,0.69,South
6584,6665,472,32,2022-08-06,Home,903.0,Denied,28,0,0.56,South
6585,6781,1506,36,2021-09-27,Auto,2418.0,Approved,16,0,0.77,South
6586,3591,4340,10,2023-06-01,Auto,3644.0,,22,0,0.69,South
6587,5379,2418,38,2025-04-21,Life,9881.0,Denied,38,0,0.6,South
6588,6310,2308,24,2024-08-30,Auto,14223.0,Denied,59,0,0.46,South
6589,1882,3723,32,2023-11-12,Auto,7111.0,Approved,43,0,0.02,South
6590,3084,891,37,2022-10-18,Home,9109.0,Denied,39,0,0.07,South
6591,6273,1953,32,2023-10-03,Home,4118.0,Denied,16,0,0.85,South
6592,1323,1508,10,2021-12-20,Auto,8825.0,Approved,44,0,0.83,South
6593,5362,605,7,2024-12-17,Auto,3201.0,Denied,23,0,0.01,South
6594,6240,4593,19,2021-12-12,Home,15276.0,Approved,24,0,0.43,South
6595,7749,4215,37,2024-09-15,Home,9988.0,Approved,21,0,0.93,South
6596,3596,4533,18,2025-09-28,Auto,11192.0,Denied,61,0,0.76,South
6597,5796,2455,14,2022-04-09,Auto,9658.0,Approved,50,0,0.54,South
6598,3202,4671,9,2023-08-26,Auto,10140.0,Approved,43,0,0.42,South
6599,3666,3124,28,2023-11-26,Auto,3410.0,Denied,52,0,0.3,South
6600,3917,1930,35,2022-12-25,Home,9952.0,Denied,22,0,0.19,South
6601,4689,4040,,2024-01-12,Auto,9203.0,Approved,62,0,0.72,South
6602,780,4208,38,2024-12-04,Life,3177.0,Approved,21,0,0.16,South
6603,7955,1789,12,2021-05-17,Life,10250.0,Denied,17,0,0.84,South
6604,6895,2113,13,2022-11-24,Life,7471.0,Approved,11,0,0.04,South
6605,1585,2672,25,2025-09-05,Life,17261.0,Pending,8,0,0.48,South
6606,3942,2854,9,2022-08-19,Auto,15539.0,Pending,40,0,0.19,South
6607,1861,4567,31,2024-11-28,Auto,2242.0,Approved,59,0,0.14,South
6608,6751,2232,17,2021-08-23,Life,10405.0,Denied,13,0,0.63,South
6609,6204,4358,18,2023-04-22,Auto,17072.0,Approved,55,0,0.7,South
6610,2766,4704,28,2025-03-10,Home,4076.0,Denied,24,0,0.23,South
6611,215,1849,2,2024-05-03,Home,14825.0,Approved,48,0,0.36,South
6612,3102,3264,39,2023-05-18,Auto,10607.0,Approved,50,0,0.23,South
6613,3357,3631,31,2024-01-13,Auto,5529.0,Approved,28,0,0.89,South
6614,5629,2670,37,2025-02-02,Home,5595.0,Approved,23,0,0.69,South
6615,7491,4966,20,2022-07-23,Home,8598.0,Denied,8,0,0.65,South
6616,1416,1893,37,2021-09-26,Auto,17779.0,Approved,26,0,0.37,South
6617,6309,2756,24,2025-03-12,Home,10375.0,Approved,27,0,0.17,South
6618,6501,4585,10,2022-07-13,Home,6171.0,Approved,8,1,0.45,South
6619,3209,60,3,2023-04-16,Home,14672.0,Denied,20,0,0.84,South
6620,7268,162,23,2021-03-04,Home,8985.0,Denied,58,1,0.35,South
6621,275,4410,18,2022-12-30,Life,11957.0,Approved,20,0,0.53,South
6622,1203,2684,21,2022-11-02,Auto,3231.0,Approved,58,0,0.77,South
6623,1834,1918,8,2021-02-08,Home,4778.0,Denied,62,0,0.93,South
6624,6386,2872,18,2024-10-12,Home,4002.0,Approved,51,0,0.46,South
6625,1302,1575,20,2022-06-14,Home,17485.0,Approved,44,0,0.79,South
6626,2401,84,27,2023-05-24,Home,13686.0,Approved,16,1,0.09,South
6627,6003,1524,20,2023-07-31,Home,17749.0,Approved,5,0,0.75,South
6628,4700,1548,1,2023-06-24,Auto,9024.0,Approved,10,0,0.83,South
6629,5133,737,31,2022-07-01,Auto,10988.0,Approved,28,0,0.64,South
6630,5465,3928,9,2024-09-06,Life,6778.0,Approved,3,0,0.24,South
6631,4543,211,5,2023-07-24,Auto,8306.0,Approved,12,0,0.93,South
6632,2127,3909,38,2022-09-04,Auto,14600.0,Denied,20,0,0.12,South
6633,2900,413,17,2024-07-16,Home,5026.0,Approved,61,0,0.1,South
6634,7171,1898,6,2024-02-22,Home,15204.0,Denied,57,1,0.97,South
6635,4642,1289,11,2021-09-04,Auto,8436.0,Approved,62,0,0.63,South
6636,1671,3432,21,2022-08-01,Auto,10021.0,Approved,61,0,0.79,South
6637,3469,2613,30,2023-11-24,Life,12509.0,Approved,43,1,0.16,South
6638,5387,3601,11,2023-07-08,Auto,8685.0,Denied,16,0,0.29,South
6639,2992,647,10,2022-03-12,Home,15919.0,Approved,32,0,0.73,South
6640,2418,3116,12,2024-03-24,Auto,655.0,Approved,46,0,0.41,South
6641,7428,1724,24,2022-01-16,Auto,5946.0,Approved,39,0,0.88,South
6642,7749,2455,,2023-03-01,Auto,14816.0,Denied,24,0,0.07,South
6643,5088,3942,23,2025-02-14,Home,16715.0,Denied,38,0,0.2,South
6644,7176,3684,11,2022-02-26,Auto,472.0,Approved,35,0,0.52,South
6645,2986,3752,17,2021-09-25,Home,6317.0,Approved,18,0,0.06,South
6646,7069,3066,3,2023-09-16,Life,4707.0,Approved,44,1,0.82,South
6647,4526,4911,24,2021-11-11,Home,7875.0,Denied,30,0,0.97,South
6648,2244,18,5,2024-02-01,Home,15512.0,Approved,4,0,0.77,South
6649,6831,158,11,2021-08-09,Home,1845.0,Denied,50,0,0.25,South
6650,7534,4437,40,2023-10-28,Auto,14597.0,Approved,8,0,0.43,South
6651,336,4039,38,2021-05-19,Life,2849.0,Denied,45,0,0.31,South
6652,1396,4345,29,2022-08-19,Auto,6229.0,Approved,15,0,0.41,South
6653,5923,1012,4,2025-10-07,Home,10548.0,Approved,53,0,0.01,South
6654,869,2899,33,2023-02-05,Auto,11223.0,Denied,16,0,0.88,South
6655,1853,1777,19,2024-08-28,Auto,1016.0,Approved,35,0,0.56,South
6656,2435,2762,4,2022-12-18,Auto,18285.0,Approved,52,0,0.71,South
6657,1660,1766,20,2024-07-11,Auto,4727.0,Approved,54,0,0.76,South
6658,6388,903,40,2021-03-13,Home,15665.0,Approved,39,0,0.5,South
6659,553,3307,24,2024-02-02,Auto,11255.0,Approved,10,1,0.59,South
6660,2780,725,11,2021-06-25,Auto,9182.0,Approved,36,1,0.05,South
6661,7426,2899,38,2021-11-12,Auto,3014.0,Approved,33,0,0.21,South
6662,4789,241,30,2024-12-28,Home,411.0,Denied,8,0,0.3,South
6663,2659,3450,17,2022-12-05,Auto,14645.0,Approved,10,0,0.09,South
6664,5440,2894,34,2023-03-08,Home,13400.0,Denied,27,0,0.69,South
6665,5394,4155,5,2024-07-11,Auto,1799.0,Approved,32,1,0.95,South
6666,3991,1831,7,2024-10-18,Home,12090.0,Denied,25,0,0.47,South
6667,5260,4413,35,2025-01-03,Auto,16761.0,Approved,14,0,0.63,South
6668,2647,2859,26,2021-12-28,Life,2166.0,Pending,29,0,0.09,South
6669,6022,3185,2,2021-07-14,Home,3859.0,Approved,39,0,0.07,South
6670,4943,4909,39,2024-12-20,Auto,7717.0,Approved,42,0,0.38,South
6671,970,1725,32,2022-03-09,Home,4514.0,Approved,9,0,0.2,South
6672,4626,2268,39,2022-07-14,Life,639.0,Denied,35,0,0.28,South
6673,878,2667,27,2023-05-26,Auto,13700.0,Approved,27,0,0.14,South
6674,5209,4399,4,2022-11-23,Auto,3267.0,Approved,45,0,0.39,South
6675,1377,2851,32,2023-07-11,Home,15753.0,,37,0,0.23,South
6676,4316,3689,3,2024-02-02,Home,16214.0,Denied,24,0,0.24,South
6677,4164,2192,16,2023-02-05,Auto,12448.0,Denied,53,0,0.27,South
6678,5535,3969,28,2022-06-25,Auto,6676.0,Denied,20,0,0.61,South
6679,5825,3169,39,2021-09-21,Life,6461.0,Approved,14,0,0.53,South
6680,1760,2116,39,2024-07-22,Auto,6458.0,Approved,27,0,0.83,South
6681,1448,1716,15,2024-10-07,Auto,5613.0,Approved,46,0,0.06,South
6682,1130,4610,24,2023-08-13,Home,9676.0,Approved,50,0,0.51,South
6683,3093,1520,,2025-08-07,Home,14809.0,Approved,27,1,0.69,South
6684,4121,4203,35,2021-08-31,Home,9467.0,Approved,16,0,0.05,South
6685,2519,4615,31,2023-07-27,Auto,3721.0,Approved,45,0,0.82,South
6686,1621,1904,7,2024-06-20,Auto,14242.0,Approved,4,1,0.08,South
6687,4344,3451,13,2024-03-21,Auto,1162.0,Pending,11,0,0.17,South
6688,532,3148,11,2022-06-13,Auto,10915.0,Approved,57,0,0.01,South
6689,3481,4583,32,2023-05-16,Auto,7775.0,Denied,45,0,0.52,South
6690,1581,4036,33,2025-03-13,Auto,17426.0,Approved,11,0,0.63,South
6691,5812,1959,12,2021-10-02,Auto,15409.0,Denied,38,0,0.16,South
6692,773,943,15,2024-07-17,Auto,4188.0,Approved,23,0,0.78,South
6693,7442,4480,33,2024-04-18,Auto,11857.0,Approved,45,0,0.51,South
6694,5483,2985,33,2022-08-03,Home,13034.0,Approved,6,1,0.09,South
6695,4224,1327,22,2024-02-04,Auto,13403.0,Approved,37,0,0.78,South
6696,4181,62,12,2025-04-30,Home,13312.0,Approved,48,0,0.76,South
6697,620,562,27,2022-03-23,Auto,12893.0,Denied,35,0,0.13,South
6698,5189,3336,14,2021-02-09,Auto,10969.0,Approved,8,0,0.04,South
6699,6667,683,2,2023-06-22,Home,11636.0,Approved,31,0,0.1,South
6700,4512,829,15,2024-03-12,Auto,16283.0,Approved,29,0,0.57,South
6701,5282,2528,16,2022-02-05,Auto,2654.0,Approved,18,0,0.54,South
6702,7308,3157,24,2025-05-19,Home,11405.0,Denied,59,0,0.75,South
6703,2075,1495,13,2022-02-27,Home,16406.0,Approved,16,0,0.05,South
6704,2252,859,4,2022-08-19,Home,14284.0,Approved,29,0,0.51,South
6705,2479,1898,21,2024-08-11,Home,17535.0,Approved,8,0,0.82,South
6706,7290,2092,30,2022-04-16,Home,15701.0,Denied,5,0,0.4,South
6707,5986,4996,13,2024-06-22,Auto,11985.0,Approved,4,0,0.29,South
6708,6330,3866,20,2023-08-11,Auto,15784.0,Approved,14,0,0.49,South
6709,2847,2976,39,2022-07-11,Auto,11478.0,Approved,40,0,0.26,South
6710,252,2742,19,2021-07-08,Auto,17644.0,Approved,5,0,0.96,South
6711,3550,4519,2,2022-08-31,Life,10963.0,Approved,27,0,0.39,South
6712,4958,254,39,2025-03-09,Auto,15965.0,Approved,19,0,0.97,South
6713,5091,1526,27,2025-05-21,Home,15020.0,Denied,26,1,0.23,South
6714,5708,1720,11,2023-08-02,Home,13600.0,Denied,30,0,0.66,South
6715,461,4286,4,2023-04-08,Auto,11790.0,Approved,47,0,0.12,South
6716,7061,2148,7,2023-05-14,Home,3836.0,Approved,12,0,0.56,South
6717,7352,1095,35,2023-05-08,Life,1567.0,Denied,15,0,0.18,South
6718,7312,3220,33,2025-03-31,Auto,15666.0,Approved,37,0,0.44,South
6719,4698,2001,20,2021-11-09,Auto,17376.0,Denied,34,0,0.32,South
6720,6866,122,30,2024-11-30,Home,6612.0,Approved,10,0,0.74,South
6721,6782,4601,10,2021-07-07,Home,11603.0,Denied,27,0,0.3,South
6722,3642,1810,22,2025-08-05,Auto,14826.0,Approved,31,0,0.26,South
6723,7785,3882,10,2025-04-16,Auto,16348.0,Approved,58,0,0.77,South
6724,5693,3141,,2023-11-24,Home,5027.0,Approved,38,0,0.95,South
6725,6310,3342,13,2025-09-04,Home,1714.0,Denied,27,0,0.06,South
6726,6676,4851,16,2022-11-26,Home,12511.0,Approved,14,0,0.92,South
6727,480,2631,39,2024-05-17,Auto,18106.0,Approved,12,0,0.75,South
6728,1470,3147,39,2021-11-10,Home,5357.0,Approved,58,0,0.7,South
6729,624,3589,3,2024-06-05,Auto,6380.0,Approved,8,0,0.78,South
6730,971,3779,4,2021-08-25,Auto,15087.0,Approved,58,0,0.6,South
6731,4698,4537,33,2023-07-17,Home,14665.0,Pending,24,1,0.46,South
6732,1239,4302,13,2021-11-10,Auto,6538.0,Denied,41,0,0.25,South
6733,6511,224,26,2022-10-09,Life,9675.0,Approved,14,0,0.83,South
6734,4203,68,25,2021-05-20,Auto,17779.0,Denied,13,0,0.1,South
6735,4625,3509,32,2025-05-30,Auto,3265.0,Approved,56,0,0.87,South
6736,3033,1146,27,2024-05-25,Home,8815.0,Approved,46,0,0.57,South
6737,3395,1142,27,2024-11-23,Auto,17329.0,Approved,8,0,0.65,South
6738,164,215,8,2022-12-11,Auto,5574.0,Approved,42,0,0.43,South
6739,3774,2235,8,2024-10-08,Auto,374.0,Denied,29,0,0.22,South
6740,6505,3057,20,2023-12-25,Home,7058.0,Approved,20,0,0.26,South
6741,5652,3005,14,2023-08-31,Auto,3418.0,Denied,37,0,0.79,South
6742,3342,770,23,2021-09-16,Auto,2509.0,Approved,41,0,0.57,South
6743,3560,721,3,2022-10-06,Auto,17961.0,Approved,55,0,0.45,South
6744,590,4793,3,2022-05-17,Auto,11810.0,Approved,21,0,0.47,South
6745,474,195,26,2024-05-26,Life,8611.0,Approved,36,0,0.23,South
6746,5029,3820,10,2025-06-30,Life,8408.0,Approved,56,0,0.67,South
6747,2229,2173,9,2024-02-22,Home,13583.0,Approved,6,0,0.75,South
6748,5243,3438,38,2024-03-27,Auto,5749.0,Denied,9,0,0.36,South
6749,2707,3257,27,2021-10-10,Auto,17368.0,Approved,52,1,0.4,South
6750,7056,1712,15,2024-04-28,Auto,4850.0,Approved,58,0,0.98,South
6751,6571,3994,32,2022-11-20,Auto,1124.0,Approved,47,0,0.16,South
6752,2927,4846,16,2025-01-03,Auto,17912.0,Approved,5,0,0.54,South
6753,3521,719,22,2022-01-11,Auto,2030.0,Approved,12,0,0.14,South
6754,3738,1069,22,2025-02-23,Auto,4913.0,Approved,35,0,0.63,South
6755,5849,2274,36,2021-12-16,Auto,16160.0,Approved,53,0,0.76,South
6756,7606,3814,14,2024-11-01,Home,13931.0,Approved,58,0,0.09,South
6757,4125,2631,37,2021-09-27,Home,13753.0,Approved,20,0,0.92,South
6758,5051,2797,3,2021-06-26,Home,10801.0,Approved,9,0,0.23,South
6759,4778,2164,26,2022-02-05,Auto,6594.0,Approved,9,0,0.03,South
6760,5054,2342,40,2023-04-16,Auto,12251.0,Approved,30,0,0.7,South
6761,2218,4674,5,2021-10-03,Life,10997.0,Pending,42,0,0.94,South
6762,2832,4889,11,2022-09-26,Life,17343.0,Approved,50,0,0.77,South
6763,1023,1212,40,2024-02-14,Auto,7612.0,Denied,5,0,0.14,South
6764,4596,1862,30,2021-11-04,Home,9114.0,,15,0,0.53,South
6765,2821,875,,2022-07-08,Life,9784.0,Pending,47,0,0.21,South
6766,837,876,8,2021-05-11,Life,17610.0,Denied,51,0,0.5,South
6767,5495,2451,34,2025-07-01,Auto,8271.0,Denied,34,0,0.8,South
6768,6602,3148,17,2021-12-19,Home,7719.0,Approved,29,0,0.08,South
6769,5458,3575,6,2023-04-21,Life,9958.0,Approved,4,0,0.46,South
6770,1164,1836,35,2021-08-24,Auto,13153.0,Approved,60,0,0.52,South
6771,466,4177,33,2023-04-21,Life,7516.0,Denied,8,0,0.71,South
6772,1463,4701,27,2022-10-28,Home,7271.0,Approved,30,0,0.97,South
6773,3674,4704,28,2021-06-04,Home,9333.0,Denied,23,0,0.23,South
6774,559,3826,37,2024-05-28,Auto,9227.0,Approved,32,0,0.75,South
6775,7510,418,29,2023-09-21,Auto,13788.0,Approved,19,0,0.03,South
6776,2712,1986,8,2023-02-09,Auto,7273.0,Denied,30,0,0.41,South
6777,7228,152,21,2025-07-06,Home,5596.0,Pending,5,0,0.5,South
6778,7596,4177,37,2025-05-08,Auto,17303.0,Approved,10,0,0.68,South
6779,4765,1486,18,2021-11-04,Home,17101.0,Approved,22,0,0.81,South
6780,7722,4828,2,2023-11-26,Auto,594.0,Approved,34,0,0.73,South
6781,3615,3703,27,2023-02-20,Auto,7224.0,Approved,61,0,0.78,South
6782,6088,1967,13,2023-01-06,Home,5716.0,Approved,61,0,0.39,South
6783,2881,3888,32,2024-10-12,Auto,12949.0,Approved,28,0,0.35,South
